prosjektnummer,prosjekttittel,soknadsfrist,soknadsdato,utlysnings_id,utlysningsaktivitet,utlysningtittel,prosjekttype,soknadstype,soknadstypevariant,sokstart,sokslutt,prosjektfase,prosjektstart,prosjektslutt,prosjektleder_kjonn,prosjektansvarlig_type,prosjektansvarlig_navn,kortnavn,organisasjonsnummer,kp1,kp2,sektor,kategori,kommune,kommunenummer,fylke,fylkenummer,landsdel,virkemiddel_sekvens,virkemiddel,hovedaktivitet_sekvens,hovedaktivitet,aktivitet,aktivitet_kode,fagomraade,fag,fagdisiplin,dr_stip_aarsverk,postdok_aarsverk,sokt_belop,tildelt_belop,prosjektleder
151069,"Diversity, Togetherness and a Society in Change",,2001-12-20 00:00:00,,,,Prosjektstøtte,Ingen søknadstype,Ingen søknadstypevariant,2002,2008,Avsluttet,2002,2011,MANN,Organisasjon,Senter for utviklingsstudier,UIB,0,101,10,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,1,Programmer,3,Handlingsrettede programmer,"Velferd, arbeidsliv og migrasjon",VAM,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,2.99,0.0,13798009.0,6035000.0,Yngve Lithman
151246,Grunnbevilgning Stiftelsen SINTEF (Samfunn),,2002-01-01 00:00:00,,,,Institusjonsstøtte,Grunnbevilgninger,Grunnbevilgninger - Ingen søknadstypevariant,2002,2008,Avsluttet,2002,2022,KVINNE,Organisasjon,STIFTELSEN SINTEF,SINTEF,948007029,706,14,Instituttsektor,Teknisk-industrielle institutter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,Resultatbasert grunnbevilgning - Samf.vitensk.institutter,RBGRUNSAMF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,0.0,245022000.0,Alexandra Bech Gjørv
151999,Nettverk for Asiastudier,,2002-01-01 00:00:00,,,,Institusjonsstøtte,Ingen søknadstype,Ingen søknadstypevariant,2002,2010,Avsluttet,2002,2012,MANN,Organisasjon,Senter for utvikling og miljø (SUM),UIO,0,102,01,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,1,Programmer,3,Handlingsrettede programmer,Norge - Global partner,NORGLOBAL,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig samfunnsvit og andre fagområder,0.0,0.0,0.0,3500000.0,Harald Bøckman
153557,Localisation and Ownership of Knowledge Sources in Poverty Reduction Strategies,,2002-06-17 00:00:00,,,,Personlig stipend,Ingen søknadstype,Ingen søknadstypevariant,2003,2007,Avsluttet,2003,2012,MANN,Organisasjon,Senter for utvikling og miljø (SUM),UIO,0,102,01,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,2,Frittstående prosjekter,5,Fri prosjektstøtte,Miljø- og utviklingsforskning,FRIMUF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,1768000.0,1755666.0,Desmond McNeill
153626,"Trangressing Economic Boundaries: Gender, Commodification and Social Change in Zanzibar.",,2002-06-19 00:00:00,,,,Personlig stipend,Ingen søknadstype,Ingen søknadstypevariant,2003,2008,Avsluttet,2003,2011,KVINNE,Organisasjon,AGDERFORSKNING AS,AGDERFORSK,986377034,703,01,Instituttsektor,Regionale samfunnsvitenskapelige institutter,Kristiansand,4204,Agder,42,Agder og Rogaland,2,Frittstående prosjekter,5,Fri prosjektstøtte,Miljø- og utviklingsforskning,FRIMUF,Samfunnsvitenskap,Sosialantropologi,Sosialantropologi,2.06,0.0,1816000.0,1790000.0,Kjersti Larsen
153958,Multivariable Process Control in High Temperature and High Pressure Environments using Multi Sensor Data Fusion,,2002-06-18 00:00:00,,,,Institusjonsstøtte,Institusjonsforankret strategisk prosjekt (t.o.m. 2018),Institusjonsforankret strategisk prosjekt (t.o.m. 2018) - Ingen søknadstypevariant,2003,2008,Avsluttet,2003,2011,MANN,Organisasjon,STIFTELSEN TEL-TEK,TELTEK,943161895,706,15,Instituttsektor,Teknisk-industrielle institutter,Porsgrunn,4001,Telemark,40,Østlandet ellers,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,Strategiske instituttprogram finansiert av NHD,SIP-NHD,Teknologi,Maskinfag,Maskinfag,14.66,0.0,13937000.0,9600000.0,Saba Mylvaganam
155423,Betydningen av apolipoprotein E polymorfismen for sykdomsutvikling,,2002-06-13 00:00:00,,,,Personlig stipend,Diverse personlige stipend (t.o.m. 2018),Diverse personlige stipend (t.o.m. 2018) - Ingen søknadstypevariant,2003,2007,Avsluttet,2003,2014,KVINNE,Organisasjon,Institutt for klinisk medisin,UIO,0,102,12,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,2,Frittstående prosjekter,5,Fri prosjektstøtte,"Fri prosjektstøtte for medisin, helse og biologi",FRIMEDBIO,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag","Generell patologi, patologisk anatomi",3.15,0.0,519000.0,1846050.0,Else Marit Løberg
155559,"Livskvalitet, mestring og helse gjennom musikkdeltakelse, med vekt på stedskontekstens betydning for myndiggjøring",,2002-06-17 00:00:00,,,,Prosjektstøtte,Ingen søknadstype,Ingen søknadstypevariant,2003,2205,Vurderes,2003,2205,MANN,Organisasjon,TRØNDELAG FORSKNING OG UTVIKLING AS,TFOU,989229389,702,39,Instituttsektor,Nasjonale samfunnsvitenskapelige institutter,Steinkjer,5006,Trøndelag - Trööndelage,50,Trøndelag,2,Frittstående prosjekter,5,Fri prosjektstøtte,Fagkomiteen for samfunnsvitenskap,SAMF,Samfunnsvitenskap,Sosiologi,Sosiologi,0.0,0.0,2610000.0,0.0,
155578,Integrert produktpolitikk og industriell økologi framover - IPP,,2002-06-17 00:00:00,,,,Personlig stipend,Diverse personlige stipend (t.o.m. 2018),Diverse personlige stipend (t.o.m. 2018) - Ingen søknadstypevariant,2003,2004,Avsluttet,2004,2011,MANN,Organisasjon,Fakultet for ingeniørvitenskap og teknologi,NTNU,0,104,20,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,10,Strategisk institusjonsstøtte,Strategiske univiversitetsprogrammer,SUP,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig samfunnsvit og andre fagområder,0.0,0.0,0.0,-486125.0,Helge Brattebø
156533,Norge - Berkeley Senteret 2008 - 2010 (forlenget fra 2003 2007),,2002-09-23 00:00:00,,,,Prosjektstøtte,Koordinerings- og støtteaktivitet,Nettverksstøtte,2002,2010,Avsluttet,2002,2011,MANN,Organisasjon,DET UTDANNINGSVITENSKAPELIGE FAKULTET,UIO,0,102,20,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,4,Nettverkstiltak,16,Internasjonale nettverkstiltak,Annet internasjonalt samarbeid,DIV-INT,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,2650000.0,5050000.0,Trond Petersen
157108,"Støtte til ""Comparative Research Progamme on Poverty"" (CROP)",,2002-12-01 00:00:00,,,,Institusjonsstøtte,Ingen søknadstype,Ingen søknadstypevariant,2002,2006,Avsluttet,2002,2017,KVINNE,Organisasjon,Comparative Research Programme on Poverty,UIB,0,101,10,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,1,Programmer,3,Handlingsrettede programmer,Norge - Global partner,NORGLOBAL,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig samfunnsvit og andre fagområder,0.0,0.0,0.0,6000000.0,Asun Lera St. Clair
157184,Grunnbevilgning NIFU,,2002-09-01 00:00:00,,,,Institusjonsstøtte,Grunnbevilgninger,Grunnbevilgninger - Ingen søknadstypevariant,2003,2010,Avsluttet,2003,2022,KVINNE,Organisasjon,"NORDISK INSTITUTT FOR STUDIER AV INNOVASJON, FORSKNING OG UTDANNING (NIFU) STI",NIFU,976073169,702,21,Instituttsektor,Nasjonale samfunnsvitenskapelige institutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,Resultatbasert grunnbevilgning - Samf.vitensk.institutter,RBGRUNSAMF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,0.0,248566000.0,Vibeke Opheim
157186,Grunnbevilgning AFI - Arbeidsforskningsinstituttet (Utgår. Tilhører nå HiOA),,2002-09-01 00:00:00,,,,Institusjonsstøtte,Grunnbevilgninger,Grunnbevilgninger - Ingen søknadstypevariant,2003,2008,Avsluttet,2003,2014,MANN,Organisasjon,OSLOMET - STORBYUNIVERSITETET,HIOA,0,326,00,UoH-sektor,Statlige høyskoler,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,Resultatbasert grunnbevilgning - Samf.vitensk.institutter,RBGRUNSAMF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,0.0,72161000.0,Arild Henrik Steen
157861,"Epidemiology of antibiotic resistance in clinical and envirionmental settings: prevalence, host diversity, and transfer of blaTEM genes",,2003-02-19 00:00:00,,,,Personlig stipend,Ingen søknadstype,Ingen søknadstypevariant,2003,2007,Avsluttet,2003,2012,MANN,Organisasjon,Institutt for farmasi,UIT,0,103,12,UoH-sektor,Universiteter,Tromsø,5501,Troms - Romsa - Tromssa,55,Nord-Norge,2,Frittstående prosjekter,5,Fri prosjektstøtte,"Fri prosjektstøtte for medisin, helse og biologi",FRIMEDBIO,Teknologi,Bioteknologi,Bioteknologi,2.57,0.0,2013000.0,1900500.0,Kaare Magne Nielsen
157968,Kvener og skogfinner i fortid og nåtid - identitetsforvaltning og strategier,,2003-02-05 00:00:00,,,,Prosjektstøtte,Ingen søknadstype,Ingen søknadstypevariant,2003,2011,Avsluttet,2003,2012,KVINNE,Organisasjon,"FAKULTET FOR HUMANIORA, SAMFUNNSVITENSKAP OG LÆRERUTDANNING",UIT,0,103,10,UoH-sektor,Universiteter,Tromsø,5501,Troms - Romsa - Tromssa,55,Nord-Norge,2,Frittstående prosjekter,8,Andre frittstående prosjekter,Kvensk,KVENSK,Humaniora,Humaniora - tverrfaglig,Tverr/flerfaglig humaniora og andre fagområder,3.23,0.0,9000000.0,9000000.0,Anna-Riitta Lindgren
158449,Strategisk fakultetsprogram i konkurranserett,,2003-04-15 00:00:00,,,,Prosjektstøtte,Ingen søknadstype,Ingen søknadstypevariant,2004,2006,Avsluttet,2004,2011,MANN,Organisasjon,DET JURIDISKE FAKULTET,UIB,0,101,11,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,10,Strategisk institusjonsstøtte,ISP - Samfunnsvitenskap,ISPSAM,Samfunnsvitenskap,Rettsvitenskap,Rettsvitenskap,5.74,2.99,7974000.0,6593666.0,Ernst Nordtveit
158503,"Rettslege problemstillingar innafor kystsoneforvaltning - kompetanseutvikling, dr.gr.stip.",,2003-04-20 00:00:00,,,,Personlig stipend,Diverse personlige stipend (t.o.m. 2018),Diverse personlige stipend (t.o.m. 2018) - Ingen søknadstypevariant,2003,2008,Avsluttet,2003,2012,MANN,Organisasjon,DET JURIDISKE FAKULTET,UIT,0,103,11,UoH-sektor,Universiteter,Tromsø,5501,Troms - Romsa - Tromssa,55,Nord-Norge,1,Programmer,1,Brukerstyrte innovasjonsprogrammer,Bionæringsprogram,BIONÆR,Samfunnsvitenskap,Rettsvitenskap,Rettsvitenskap,4.4,0.0,1740000.0,1855000.0,Tore Henriksen
158687,Teacher Education as a Part of Multicultural Nation Building: An Interdisciplinary Approach,,2003-05-16 00:00:00,,,,Institusjonsstøtte,Institusjonsforankret strategisk prosjekt (t.o.m. 2018),Institusjonsforankret strategisk prosjekt (t.o.m. 2018) - Ingen søknadstypevariant,2004,2011,Avsluttet,2004,2012,MANN,Organisasjon,UNIVERSITETET I INNLANDET HAMAR,HIHM,974799022,323,11,UoH-sektor,Statlige høyskoler,Elverum,3420,Innlandet,34,Østlandet ellers,3,Infrastruktur og institusjonelle tiltak,10,Strategisk institusjonsstøtte,Strategiske høgskoleprogram,SHP,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig samfunnsvit og andre fagområder,6.79,0.0,4837800.0,4681000.0,Thor Ola Engen
158924,Farm entrepreneurship: the potential and challenges of farm-based new venturing,,2003-06-16 00:00:00,,,,Institusjonsstøtte,Institusjonsforankret strategisk prosjekt (t.o.m. 2018),Institusjonsforankret strategisk prosjekt (t.o.m. 2018) - Ingen søknadstypevariant,2004,2010,Avsluttet,2005,2011,MANN,Organisasjon,NORSK INSTITUTT FOR LANDBRUKSØKONOMISK FORSKNING (NILF),NILF,970954333,701,06,Instituttsektor,Primærnæringsinstitutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,SIP finansiert av Landbruksog matdepartementet,SIP-LMD,Landbruks- og fiskerifag,Landbruksfag,Landbruksfag,7.39,2.5,12000000.0,12225000.0,Ola Flaten
158973,Not in my nature? The controversies and politics of environmentalism and public planning in localising wind farms,,2003-06-18 00:00:00,,,,Personlig stipend,Diverse personlige stipend (t.o.m. 2018),Diverse personlige stipend (t.o.m. 2018) - Ingen søknadstypevariant,2004,2006,Avsluttet,2004,2013,MANN,Organisasjon,NTNU DET HUMANISTISKE FAKULTET,NTNU,981554140,104,14,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,1,Programmer,4,Store programmer,Stort program energi,ENERGIX,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,3.32,0.0,0.0,1198250.0,Knut Holtan Sørensen
159019,A functional genomics approach to the choregraphy of genomic maintenace.,,2003-06-18 00:00:00,,,,Prosjektstøtte,Forskerprosjekt,Fornyelse,2004,2008,Avsluttet,2004,2011,MANN,Organisasjon,Det medisinske fakultet,NTNU,0,104,12,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,1,Programmer,4,Store programmer,Funksjonell genomforskn.i Norg,FUGE,Teknologi,Bioteknologi,Bioteknologi,4.0,2.16,11137000.0,8000000.0,Geir Slupphaug
159058,Molekylærbiologiske  studier av gram-positive bakterier: Funksjonell genomikk og anvendelse.,,2003-06-16 00:00:00,,,,Institusjonsstøtte,Institusjonsforankret strategisk prosjekt (t.o.m. 2018),Institusjonsforankret strategisk prosjekt (t.o.m. 2018) - Ingen søknadstypevariant,2004,2008,Avsluttet,2004,2011,MANN,Organisasjon,"FAKULTET FOR KJEMI, BIOTEKNOLOGI OG MATVITENSKAP",NMBU,0,105,12,UoH-sektor,Universiteter,Ås,3218,Akershus,32,Oslo og Akershus,1,Programmer,1,Brukerstyrte innovasjonsprogrammer,Matprogrammet: Norsk mat fra sjø og land,MATPROG,Landbruks- og fiskerifag,Landbruksfag,Landbruksfag,10.3,8.0,28016000.0,23000001.0,Ingolf F. Nes
159635,Nature and science in politics and everyday practices,,2003-06-16 00:00:00,,,,Prosjektstøtte,Forskerprosjekt,Fornyelse,2004,2007,Avsluttet,2004,2011,KVINNE,Organisasjon,"TIK Senter for teknologi, innovasjon og kultur",UIO,0,102,10,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,2,Frittstående prosjekter,5,Fri prosjektstøtte,Fagkomiteen for samfunnsvitenskap,SAMF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig samfunnsvit og andre fagområder,0.0,0.0,6325500.0,2917500.0,Kristin Asdal
159840,CO2 sequestration in aquifers - Experimental studies on mineral trapping,,2003-06-16 00:00:00,,,,Personlig stipend,Diverse personlige stipend (t.o.m. 2018),Diverse personlige stipend (t.o.m. 2018) - Ingen søknadstypevariant,2004,2006,Avsluttet,2004,2011,MANN,Organisasjon,Institutt for geofag,UIO,0,102,15,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,2,Frittstående prosjekter,5,Fri prosjektstøtte,Matematikk og naturvitenskap,FRINAT,Matematikk og naturvitenskap,Geofag,Geofag,3.4,0.0,2415000.0,1996900.0,Per Aagaard
159947,Illict Images: Contemporary Art Cinema and the Limits of Transgression.,,2003-06-17 00:00:00,,,,Personlig stipend,Diverse personlige stipend (t.o.m. 2018),Diverse personlige stipend (t.o.m. 2018) - Ingen søknadstypevariant,2004,2007,Avsluttet,2004,2011,MANN,Organisasjon,Institutt for fremmedspråk,UIB,0,101,14,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,2,Frittstående prosjekter,5,Fri prosjektstøtte,Fagkomiteen for samfunnsvitenskap,SAMF,Humaniora,Film- og teatervitenskap,Filmvitenskap,0.0,1.5,1899000.0,2135000.0,Asbjørn Grønstad
160010,Grunnbevilgning - NIKU,,2003-06-15 00:00:00,,,,Institusjonsstøtte,Grunnbevilgninger,Grunnbevilgninger - Ingen søknadstypevariant,2004,2015,Avsluttet,2004,2022,KVINNE,Organisasjon,STIFTELSEN NORSK INSTITUTT FOR KULTURMINNEFORSKNING,NIKU,985767769,705,04,Instituttsektor,Miljøinstitutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,Resultatbasert grunnbevilgning - Miljøinstitutter,RBGRUNMILJ,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Tverr/flerfaglig mat.nat og andre fagområder,0.0,0.0,36610000.0,242740000.0,Kristin Bakken
160015,Grunnbevilgning - CICERO,,2003-06-16 00:00:00,,,,Institusjonsstøtte,Grunnbevilgninger,Grunnbevilgninger - Ingen søknadstypevariant,2004,2015,Avsluttet,2004,2022,KVINNE,Organisasjon,CICERO SENTER FOR KLIMAFORSKNING STI,CICERO,971274190,705,02,Instituttsektor,Miljøinstitutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,Resultatbasert grunnbevilgning - Miljøinstitutter,RBGRUNMILJ,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,16750000.0,171018000.0,Kristin Halvorsen
160016,Grunnbevilgning - NIVA,,2003-06-17 00:00:00,,,,Institusjonsstøtte,Grunnbevilgninger,Grunnbevilgninger - Ingen søknadstypevariant,2004,2015,Avsluttet,2004,2022,KVINNE,Organisasjon,NORSK INSTITUTT FOR VANNFORSKNING STI,NIVA,855869942,705,07,Instituttsektor,Miljøinstitutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,Resultatbasert grunnbevilgning - Miljøinstitutter,RBGRUNMILJ,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Tverr/flerfaglig mat.nat og andre fagområder,0.0,0.0,50800000.0,554914000.0,Inga Fløisand
160020,Grunnbevilgning - NILU,,2003-06-15 00:00:00,,,,Institusjonsstøtte,Grunnbevilgninger,Grunnbevilgninger - Ingen søknadstypevariant,2004,2015,Avsluttet,2004,2022,MANN,Organisasjon,STIFTELSEN NILU,NILU,941705561,705,05,Instituttsektor,Miljøinstitutter,Lillestrøm,3205,Akershus,32,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,9,Basisbevilgninger,Resultatbasert grunnbevilgning - Miljøinstitutter,RBGRUNMILJ,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Tverr/flerfaglig mat.nat og andre fagområder,0.0,0.0,34602000.0,401449000.0,John Rune Nielsen
